Indicator,Country,Start Year,End Year,Value,Unit,Source
Fish export quantity,Bangladesh,2018,2018,72.99,1000 tonnes,FAOSTAT
Fish export quantity,Bangladesh,2019,2019,80.29,1000 tonnes,FAOSTAT
Fish export quantity,Bangladesh,2020,2020,80.29,1000 tonnes,FAOSTAT
Fish export quantity,Bangladesh,2021,2021,80.29,1000 tonnes,FAOSTAT
Fish export quantity,Bangladesh,2022,2022,80.29,1000 tonnes,FAOSTAT
Children (6-23 months): Minimum meal frequency,Bangladesh,2011,2011,64.1,%,UNICEF
Children (6-23 months): Minimum meal frequency,Bangladesh,2013,2013,37.3,%,UNICEF
Children (6-23 months): Minimum meal frequency,Bangladesh,2014,2014,63.6,%,UNICEF
Children (6-23 months): Minimum meal frequency,Bangladesh,2018,2018,81,%,UNICEF
Children (6-23 months): Minimum meal frequency,Bangladesh,2019,2019,65.3,%,UNICEF
Children (6-23 months): Minimum meal frequency,Bangladesh,2022,2022,61,%,UNICEF
National biofortification programs,Bangladesh,2020,2020,Yes,,HarvestPlus
Ratio of total damages from all disasters to GDP,Bangladesh,1960,1960,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1961,1961,0.24701199,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1963,1963,0.93994534,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1964,1964,0.097473949,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1965,1965,0.97686732,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1966,1966,0.36337167,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1967,1967,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1968,1968,2.6845062,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1969,1969,0.098323621,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1970,1970,1.2387795,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1971,1971,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1972,1972,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1973,1973,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1974,1974,4.6289859,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1976,1976,0.0019867327,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1977,1977,0.51807302,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1978,1978,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1979,1979,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1980,1980,0.82699078,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1981,1981,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1982,1982,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1983,1983,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1984,1984,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1985,1985,0.22443239,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1986,1986,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1987,1987,4.3522043,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1988,1988,8.0401802,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1989,1989,0.056285739,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1990,1990,0.018988339,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1991,1991,6.2343569,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1992,1992,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1993,1993,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1994,1994,0.37756902,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1995,1995,3.0978065,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1996,1996,0.021533864,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1997,1997,0.47466737,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1998,1998,8.6026564,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,1999,1999,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2000,2000,0.93685967,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2001,2001,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2002,2002,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2003,2003,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2004,2004,4.1469212,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2005,2005,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2006,2006,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2007,2007,3.0322104,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2008,2008,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2009,2009,0.26347172,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2010,2010,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2011,2011,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2012,2012,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2013,2013,0.013334182,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2014,2014,0.092546828,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2015,2015,0.04305955,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2016,2016,0.28276679,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2017,2017,0.21378386,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2018,2018,0,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2019,2019,0.023000045,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2020,2020,0.53489935,,EM-DAT
Ratio of total damages from all disasters to GDP,Bangladesh,2021,2021,0,,EM-DAT
Adults: Consumption of at least one starchy staple food,Bangladesh,2022,2022,99.89,%,Global Diet Quality Project / Gallup World Poll
Adult diabetes prevalence,Bangladesh,1980,1980,3.803235375083935,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1981,1981,3.92097512927645,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1982,1982,4.047255622697675,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1983,1983,4.18089816802367,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1984,1984,4.32187533175909,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1985,1985,4.46870455531483,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1986,1986,4.620838069965775,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1987,1987,4.778496944535481,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1988,1988,4.938504511653489,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1989,1989,5.100967883219535,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1990,1990,5.26746231132007,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1991,1991,5.43653990463729,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1992,1992,5.608577048732945,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1993,1993,5.78207075504705,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1994,1994,5.957022425483275,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1995,1995,6.135134519336145,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1996,1996,6.316623926459163,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1997,1997,6.499704242531515,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1998,1998,6.683744229207226,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,1999,1999,6.87283324284837,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2000,2000,7.067524850824075,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2001,2001,7.265893181850119,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2002,2002,7.467425495124511,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2003,2003,7.670116763086579,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2004,2004,7.873113789568801,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2005,2005,8.072932338657726,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2006,2006,8.27204296129024,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2007,2007,8.46647724264617,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2008,2008,8.660264697010374,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2009,2009,8.845643432462156,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2010,2010,9.02274950270343,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2011,2011,9.203390099116346,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2012,2012,9.39140405767011,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2013,2013,9.58202945726558,%,NCD-RisC
Adult diabetes prevalence,Bangladesh,2014,2014,9.77264352731699,%,NCD-RisC
Availability of fruits and vegetables,Bangladesh,2010,2010,141.6438356164384,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2011,2011,139.1232876712329,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2012,2012,141.8082191780822,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2013,2013,143.013698630137,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2014,2014,150,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2015,2015,166.9315068493151,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2016,2016,166.5205479452055,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2017,2017,176.6849315068493,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2018,2018,173.7260273972603,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2019,2019,183.7260273972603,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2020,2020,204.5753424657534,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2021,2021,221.3424657534246,g/capita/day,FAOSTAT
Availability of fruits and vegetables,Bangladesh,2022,2022,220.1917808219178,g/capita/day,FAOSTAT
Cost of starchy staples,Bangladesh,2017,2017,0.36,PPP dollar/capita/day,FAOSTAT
Cost of starchy staples,Bangladesh,2021,2021,0.4,PPP dollar/capita/day,FAOSTAT
Fish import quantity,Bangladesh,2010,2010,57.46,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2011,2011,37.7,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2012,2012,38.06,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2013,2013,78.47,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2014,2014,143.09,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2015,2015,283.37,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2016,2016,257.24,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2017,2017,264.12,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2018,2018,279.9,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2019,2019,302.06,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2020,2020,302.06,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2021,2021,302.06,1000 tonnes,FAOSTAT
Fish import quantity,Bangladesh,2022,2022,302.06,1000 tonnes,FAOSTAT
Cost of fruits,Bangladesh,2017,2017,0.56,PPP dollar/capita/day,FAOSTAT
Cost of fruits,Bangladesh,2021,2021,0.58,PPP dollar/capita/day,FAOSTAT
Political stability and absence of violence and terrorism index,Bangladesh,1996,1996,-0.55,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,1998,1998,-0.37,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2000,2000,-0.73,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2002,2002,-1.03,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2003,2003,-1.12,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2004,2004,-1.36,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2005,2005,-1.86,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2006,2006,-1.51,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2007,2007,-1.54,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2008,2008,-1.51,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2009,2009,-1.55,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2010,2010,-1.43,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2011,2011,-1.4,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2012,2012,-1.38,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2013,2013,-1.63,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2014,2014,-0.9,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2015,2015,-1.21,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2016,2016,-1.26,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2017,2017,-1.25,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2018,2018,-0.99,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2019,2019,-0.93,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2020,2020,-0.92,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2021,2021,-1.04,,World Bank
Political stability and absence of violence and terrorism index,Bangladesh,2022,2022,-1.09,,World Bank
Overweight in children and adolescents 5-19 years,Bangladesh,1990,1990,1.62,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1991,1991,1.71,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1992,1992,1.81,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1993,1993,1.92,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1994,1994,2.04,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1995,1995,2.16,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1996,1996,2.29,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1997,1997,2.44,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1998,1998,2.59,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,1999,1999,2.75,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2000,2000,2.92,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2001,2001,3.1,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2002,2002,3.29,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2003,2003,3.47,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2004,2004,3.67,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2005,2005,3.86,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2006,2006,4.05,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2007,2007,4.25,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2008,2008,4.44,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2009,2009,4.63,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2010,2010,4.83,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2011,2011,5.04,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2012,2012,5.26,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2013,2013,5.49,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2014,2014,5.74,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2015,2015,6,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2016,2016,6.27,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2017,2017,6.57,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2018,2018,6.88,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2019,2019,7.2,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2020,2020,7.54,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2021,2021,7.9,%,WHO
Overweight in children and adolescents 5-19 years,Bangladesh,2022,2022,8.27,%,WHO
Gender inequality index,Bangladesh,1990,1990,0.73,,UNDP
Gender inequality index,Bangladesh,1991,1991,0.725,,UNDP
Gender inequality index,Bangladesh,1992,1992,0.721,,UNDP
Gender inequality index,Bangladesh,1993,1993,0.716,,UNDP
Gender inequality index,Bangladesh,1994,1994,0.712,,UNDP
Gender inequality index,Bangladesh,1995,1995,0.708,,UNDP
Gender inequality index,Bangladesh,1996,1996,0.702,,UNDP
Gender inequality index,Bangladesh,1997,1997,0.699,,UNDP
Gender inequality index,Bangladesh,1998,1998,0.695,,UNDP
Gender inequality index,Bangladesh,1999,1999,0.691,,UNDP
Gender inequality index,Bangladesh,2000,2000,0.689,,UNDP
Gender inequality index,Bangladesh,2001,2001,0.685,,UNDP
Gender inequality index,Bangladesh,2002,2002,0.739,,UNDP
Gender inequality index,Bangladesh,2003,2003,0.737,,UNDP
Gender inequality index,Bangladesh,2004,2004,0.734,,UNDP
Gender inequality index,Bangladesh,2005,2005,0.644,,UNDP
Gender inequality index,Bangladesh,2006,2006,0.637,,UNDP
Gender inequality index,Bangladesh,2007,2007,0.634,,UNDP
Gender inequality index,Bangladesh,2008,2008,0.665,,UNDP
Gender inequality index,Bangladesh,2009,2009,0.611,,UNDP
Gender inequality index,Bangladesh,2010,2010,0.607,,UNDP
Gender inequality index,Bangladesh,2011,2011,0.594,,UNDP
Gender inequality index,Bangladesh,2012,2012,0.589,,UNDP
Gender inequality index,Bangladesh,2013,2013,0.583,,UNDP
Gender inequality index,Bangladesh,2014,2014,0.568,,UNDP
Gender inequality index,Bangladesh,2015,2015,0.557,,UNDP
Gender inequality index,Bangladesh,2016,2016,0.551,,UNDP
Gender inequality index,Bangladesh,2017,2017,0.534,,UNDP
Gender inequality index,Bangladesh,2018,2018,0.533,,UNDP
Gender inequality index,Bangladesh,2019,2019,0.531,,UNDP
Gender inequality index,Bangladesh,2020,2020,0.531,,UNDP
Gender inequality index,Bangladesh,2021,2021,0.53,,UNDP
Gender inequality index,Bangladesh,2022,2022,0.498,,UNDP
"Infants (6-8 months): Introduction of solid, semi-solid, or soft foods",Bangladesh,2006,2006,46.5,%,UNICEF
"Infants (6-8 months): Introduction of solid, semi-solid, or soft foods",Bangladesh,2007,2007,71.1,%,UNICEF
"Infants (6-8 months): Introduction of solid, semi-solid, or soft foods",Bangladesh,2011,2011,62.2,%,UNICEF
"Infants (6-8 months): Introduction of solid, semi-solid, or soft foods",Bangladesh,2013,2013,59.7,%,UNICEF
